SYMBOL_A,UNIPROT_AC_A,INTERACTION_TYPE,SYMBOL_B,UNIPROT_AC_B,SOURCE
TARBP2,A0A024RB49,physical,EIF2AK2,P19525,BIOGRID
CYP2S1,Q96SQ9,physical,RAP2A,P10114,BIOGRID
STAT1,P42224,physical,NAA10,B7Z9N2,BIOGRID
SKP1,P63208,physical,SSU72,Q9NP77,BIOGRID
ATG8,P38182,physical,SQSTM1,Q13501,BIOGRID
MYC,A0A087WVR4,physical,LMNA,P02545,BIOGRID
SQSTM1,Q13501,physical,PARK2,O60260,BIOGRID
C12orf74,Q32Q52,physical,TUBA4A,P68366,BIOGRID
ING1,A0A0C4DFW2,physical,LMNA,P02545,BIOGRID
PRMT1,A0A087X1W2,physical,STAT1,P42224,BIOGRID
PIK3CA,P42336,physical,SQSTM1,Q13501,BIOGRID
BARD1,A0A087WZ19,physical,BCCIP,Q9P287,BIOGRID
SORT1,Q99523,physical,TXNDC11,Q6PKC3,BIOGRID
PARP10,B4E0C4,physical,SQSTM1,Q13501,BIOGRID
ABI3,Q9P2A4,physical,ENAH,Q8N8S7,BIOGRID
KDM2A,I3VM53,physical,SKP1,P63208,BIOGRID
MEF2D,Q14814,physical,HDAC5,Q9UQL6,BIOGRID
NAGK,C9JEV6,physical,BCCIP,Q9P287,BIOGRID
SQSTM1,Q13501,physical,RAD54L2,B3KV54,BIOGRID
NMI,Q13287,physical,STAT1,P42224,BIOGRID
SQSTM1,Q13501,physical,HSPA5,P11021,BIOGRID
SKP1,P63208,physical,MAGEC2,Q9UBF1,BIOGRID
CCDC8,G8IFA7,physical,LMNA,P02545,BIOGRID
NABP2,A0A024RB89,physical,SKP1,P63208,BIOGRID
BRCA2,P51587,physical,XRCC3,O43542,BIOGRID
STAT3,P40763,physical,PIAS3,B3KNI3,BIOGRID
NAAA,Q02083,physical,ITGAV,P06756,BIOGRID
FBXO46,Q6PJ61,physical,SKP1,P63208,BIOGRID
KATNA1,A8K7S5,physical,KATNB1,Q9BVA0,BIOGRID
NBR1,A0A024R1V3,physical,SQSTM1,Q13501,BIOGRID
SQSTM1,Q13501,physical,RIPK1,A0A024QZU0,BIOGRID
DSN1,A8K3X3,physical,BRCA2,P51587,BIOGRID
STAT1,P42224,physical,MCM5,B1AHB0,BIOGRID
ANGPT2,O15123,physical,ITGAV,P06756,BIOGRID
GABARAPL2,P60520,physical,RAP2A,P10114,BIOGRID
MYC,A0A087WVR4,physical,SQSTM1,Q13501,BIOGRID
Ncstn,P57716,physical,NDUFA13,Q9P0J0,BIOGRID
SQSTM1,Q13501,physical,MLP3C,Q9BXW4,BIOGRID
SORT1,Q99523,physical,LMTK2,Q8IWU2,BIOGRID
SORT1,Q99523,physical,NOL6,Q9H6R4,BIOGRID
NDUFA13,Q9P0J0,physical,NDUFB5,A0A087WYD0,BIOGRID
RBBP4,Q09028,physical,AEBP2,Q6ZN18,BIOGRID
MBD3L2,Q8NHZ7,physical,RBBP4,Q09028,BIOGRID
TUBA4A,P68366,physical,EEF1A1,P68104,BIOGRID
NDUFA13,Q9P0J0,physical,ECSIT,Q9BQ95,BIOGRID
ANXA4,P09525,physical,MPST,A0A140VJX3,BIOGRID
BCL11B,L8B567,physical,RBBP4,Q09028,BIOGRID
SKP1,P63208,physical,FBXO31,A0A0C4DGU8,BIOGRID
NTRK1,P04629,physical,SORT1,Q99523,BIOGRID
BNIP1,Q12981,physical,SQSTM1,Q13501,BIOGRID
NCSTN,B4DR82,physical,RAP2A,P10114,BIOGRID
ZFHX3,Q15911,physical,STAT3,P40763,BIOGRID
MAP2K4,P45985,physical,MAPK8,A1L4K2,BIOGRID
FBXL2,Q9UKC9,physical,SKP1,P63208,BIOGRID
KIF4A,O95239,physical,BRCA2,P51587,BIOGRID
BAIAP2,I3L4C2,physical,ENAH,Q8N8S7,BIOGRID
FASLG,P48023,physical,MOSPD2,Q8NHP6,BIOGRID
ATG5,A9UGY9,physical,SQSTM1,Q13501,BIOGRID
EWSR1,Q01844,physical,CALR,P27797,BIOGRID
MAVS,Q7Z434,physical,EIF2AK2,P19525,BIOGRID
SAP30,O75446,physical,RBBP4,Q09028,BIOGRID
SQSTM1,Q13501,physical,STAT5A,A8K6I5,BIOGRID
MTOR,P42345,physical,STAT3,P40763,BIOGRID
NEDD4L,A0A024R281,physical,AURKC,Q9UQB9,BIOGRID
FASLG,P48023,physical,SAMSN1,Q9NSI8,BIOGRID
ENAH,Q8N8S7,physical,COPS4,A0A0S2Z5H7,BIOGRID
MYBL2,P10244,physical,RBBP4,Q09028,BIOGRID
AURKC,Q9UQB9,physical,INCENP,Q9NQS7,BIOGRID
KERA,O60938,physical,SQSTM1,Q13501,BIOGRID
EIF2AK2,P19525,physical,PABPC4,Q13310,BIOGRID
FASLG,P48023,physical,NCK1,A0A0S2Z4Y3,BIOGRID
SRI,B4DHQ6,physical,STAT3,P40763,BIOGRID
BCCIP,Q9P287,physical,ALDH9A1,B9EKV4,BIOGRID
LIMK2,A0A024R1H6,physical,TUBA4A,P68366,BIOGRID
MEF2D,Q14814,physical,SKP2,A0A024R069,BIOGRID
GGA1,Q9UJY5,physical,SORT1,Q99523,BIOGRID
TUBGCP2,Q53EQ3,physical,TUBA4A,P68366,BIOGRID
FGFR1,A0A0S2Z3Q6,physical,STAT3,P40763,BIOGRID
STAT1,P42224,physical,PGFRA,P16234,BIOGRID
EZR,P15311,physical,FASLG,P48023,BIOGRID
NSMCE4A,Q9NXX6,physical,BRCA2,P51587,BIOGRID
Katna1,E9PZI6,physical,KATNB1,Q9BVA0,BIOGRID
FBXO18,B3KV95,physical,SKP1,P63208,BIOGRID
SQSTM1,Q13501,physical,PSMD3,O43242,BIOGRID
TP53,A0A087WT22,physical,ENAH,Q8N8S7,BIOGRID
SQSTM1,Q13501,physical,NSUN4,A8K8I8,BIOGRID
Chaf1a,Q9QWF0,physical,RBBP4,Q09028,BIOGRID
SQSTM1,Q13501,physical,MTOR,P42345,BIOGRID
STAT3,P40763,physical,HDAC3,O15379,BIOGRID
PCGF2,A0A024R1V6,physical,LMNA,P02545,BIOGRID
TUBA1A,Q71U36,physical,SQSTM1,Q13501,BIOGRID
FASLG,P48023,physical,OSTF1,Q92882,BIOGRID
CALR,P27797,physical,PRKACA,A0A024R7J0,BIOGRID
LMNA,P02545,physical,TFIP11,A0A024R1I7,BIOGRID
RBBP4,Q09028,physical,POLD3,A0A024R5M8,BIOGRID
CDKN1B,P46527,physical,SKP1,P63208,BIOGRID
SORT1,Q99523,physical,FBXL19,H3BVB1,BIOGRID
STAT1,P42224,physical,JUN,P05412,BIOGRID
TBK1,Q9UHD2,physical,SKP1,P63208,BIOGRID
BAG3,O95817,physical,BDKRB2,P30411,BIOGRID
IRF4,Q15306,physical,SPI1,P17947,BIOGRID
SQSTM1,Q13501,physical,INA,Q16352,BIOGRID
LMNA,P02545,physical,DGCR14,F8WEF8,BIOGRID
CD96,E9PEJ1,physical,SQSTM1,Q13501,BIOGRID
ELAVL1,Q15717,physical,STAT3,P40763,BIOGRID
SQSTM1,Q13501,physical,ARHGEF28,Q8N1W1,BIOGRID
NCOR1,A0A024RD47,physical,RBBP4,Q09028,BIOGRID
EIF2AK2,P19525,physical,CDK3,Q00526,BIOGRID
MYC,A0A087WVR4,physical,SKP1,P63208,BIOGRID
SQSTM1,Q13501,physical,MALT1,A8K5S1,BIOGRID
GABARAPL2,P60520,physical,SQSTM1,Q13501,BIOGRID
NPM1,A0A0S2Z491,physical,SQSTM1,Q13501,BIOGRID
FBXW12,Q6X9E4,physical,SKP1,P63208,BIOGRID
SQSTM1,Q13501,physical,MBP,A0A024R384,BIOGRID
MAP2K4,P45985,genetic,MAP2K7,B4DV95,BIOGRID
HDAC1,Q13547,physical,STAT3,P40763,BIOGRID
HDAC4,P56524,physical,MEF2D,Q14814,BIOGRID
FBXW7,G0Z2K0,genetic,ITGAV,P06756,BIOGRID
FAM60A,Q9NP50,physical,RBBP4,Q09028,BIOGRID
ATR,Q13535,physical,BRCA2,P51587,BIOGRID
EIF2AK2,P19525,physical,DHX30,A0A024R2T6,BIOGRID
RUNX1,Q01196,physical,SPI1,P17947,BIOGRID
RBBP4,Q09028,physical,GNL3,Q9BVP2,BIOGRID
FASLG,P48023,physical,NCK2,A0A0S2Z4M6,BIOGRID
FASLG,P48023,physical,YES1,P07947,BIOGRID
CCNJL,B4DZA8,physical,TUBA4A,P68366,BIOGRID
TBL1Y,A0A024R189,physical,TUBA4A,P68366,BIOGRID
HDAC3,O15379,physical,RBBP4,Q09028,BIOGRID
MORC4,B4DTP6,physical,STAT3,P40763,BIOGRID
SORT1,Q99523,physical,ICAM5,Q8N6I2,BIOGRID
SORT1,Q99523,physical,HSD17B4,A0A0S2Z4J1,BIOGRID
PSMD4,P55036,physical,SQSTM1,Q13501,BIOGRID
CAND1,Q86VP6,physical,SKP1,P63208,BIOGRID
PPME1,A0A140VK39,physical,CALR,P27797,BIOGRID
VASN,Q6EMK4,physical,TUBA4A,P68366,BIOGRID
ECH1,Q13011,physical,STAT3,P40763,BIOGRID
EGFR,B7Z2I3,physical,STAT1,P42224,BIOGRID
SORT1,Q99523,physical,COPA,P53621,BIOGRID
BACE1,A0A024R3D5,physical,GGA2,Q9UJY4,BIOGRID
LINC00341,,physical,SQSTM1,Q13501,BIOGRID
CUL7,Q14999,physical,CALR,P27797,BIOGRID
SLC18A1,P54219,physical,TUBA4A,P68366,BIOGRID
LMNA,P02545,physical,DNAJC1,Q96KC8,BIOGRID
PRG3,Q9Y2Y8,physical,TUBA4A,P68366,BIOGRID
RP2,A0A1B2JLU2,physical,STAT3,P40763,BIOGRID
FGR,P09769,physical,FASLG,P48023,BIOGRID
SQSTM1,Q13501,physical,PIK3R1,P27986,BIOGRID
KLK11,A0A1R3UDR5,physical,TUBA4A,P68366,BIOGRID
MAST1,Q9Y2H9,physical,IFIT3,O14879,BIOGRID
CUL7,Q14999,physical,RBBP4,Q09028,BIOGRID
TRAF1,Q13077,physical,SKP1,P63208,BIOGRID
RBBP4,Q09028,physical,ZFPM1,Q8IX07,BIOGRID
FBXO45,P0C2W1,physical,SKP1,P63208,BIOGRID
CSNK2A1,P68400,physical,SPI1,P17947,BIOGRID
NTRK1,P04629,physical,ITGAV,P06756,BIOGRID
NPM1,A0A0S2Z491,physical,BCCIP,Q9P287,BIOGRID
EIF2AK2,P19525,physical,PPP1CC,A0A024RBP2,BIOGRID
CUL4B,K4DI93,physical,TUBA4A,P68366,BIOGRID
FASLG,P48023,physical,FADD,Q13158,BIOGRID
APBB1,B7Z4M9,physical,ENAH,Q8N8S7,BIOGRID
MAP2K4,P45985,physical,PML,P29590,BIOGRID
TUBA1C,B7Z1K5,physical,TUBA4A,P68366,BIOGRID
MAP2K4,P45985,physical,MAP3K3,J3KRN4,BIOGRID
SQSTM1,Q13501,physical,PSMC2,A0A140VK70,BIOGRID
SERINC3,Q13530,physical,XPO5,Q9HAV4,BIOGRID
PACSIN2,Q6FIA3,physical,FASLG,P48023,BIOGRID
GGA2,Q9UJY4,physical,CLTC,A0A087WVQ6,BIOGRID
FYCO1,Q9BQS8,physical,LMNA,P02545,BIOGRID
FASLG,P48023,physical,CLPX,A0A024R5X7,BIOGRID
SQSTM1,Q13501,physical,LDHA,P00338,BIOGRID
KLF4,O43474,physical,SKP1,P63208,BIOGRID
HIST1H3E,P68431,physical,LMNA,P02545,BIOGRID
tus,P16525,physical,TUBA4A,P68366,BIOGRID
AARSD1,Q9BTE6,physical,BRCA2,P51587,BIOGRID
TXNDC15,Q7Z345,physical,TUBA4A,P68366,BIOGRID
VSIG1,Q86XK7,physical,TUBA4A,P68366,BIOGRID
EIF2AK2,P19525,physical,SSB,P05455,BIOGRID
RPS27,P42677,physical,TUBA4A,P68366,BIOGRID
ST3GAL1,A0A024R9L6,physical,ITGAV,P06756,BIOGRID
TBK1,Q9UHD2,physical,IFIT3,O14879,BIOGRID
COPS5,A0A024R7W9,physical,TUBA4A,P68366,BIOGRID
MAGEA11,G5E962,physical,SKP1,P63208,BIOGRID
FAM46A,Q96IP4,physical,BCCIP,Q9P287,BIOGRID
LMNA,P02545,physical,PCNP,Q8WW12,BIOGRID
IFIT3,O14879,physical,MOV10,Q5JR04,BIOGRID
PRMT3,A0A0A0MSN7,physical,STAT1,P42224,BIOGRID
SERINC3,Q13530,physical,SLC16A1,A0A024R0H1,BIOGRID
EZH2,A0A090N8E9,physical,RBBP4,Q09028,BIOGRID
BRCA1,A0A024R1V0,physical,BRCA2,P51587,BIOGRID
BRCA2,P51587,physical,FANCG,O15287,BIOGRID
EED,E9PJK2,physical,RBBP4,Q09028,BIOGRID
Set,Q3T9S3,physical,RBBP4,Q09028,BIOGRID
MORF4L1,Q9UBU8,physical,BRCA2,P51587,BIOGRID
SCLT1,D6RBA6,physical,NDUFA13,Q9P0J0,BIOGRID
LMNA,P02545,physical,MASTL,Q96GX5,BIOGRID
ITGAV,P06756,physical,LGALS3BP,A0A0S2Z3Y1,BIOGRID
EIF2AK2,P19525,physical,EIF6,P56537,BIOGRID
RBBP4,Q09028,physical,BANF1,A0A024R5H0,BIOGRID
STAT3,P40763,physical,NFKB1,A0A024RDJ4,BIOGRID
DDX39B,A0A024RCM3,physical,RBBP4,Q09028,BIOGRID
STAT3,P40763,physical,STMN1,A0A140VJW2,BIOGRID
PRKCD,A0A024R328,physical,STAT1,P42224,BIOGRID
SQSTM1,Q13501,physical,NEFM,P07197,BIOGRID
IFIT3,O14879,physical,SF3B3,A8K6V3,BIOGRID
FASLG,P48023,physical,MYO15A,Q9UKN7,BIOGRID
TRAF3,A6NHG8,physical,IFIT3,O14879,BIOGRID
ANXA4,P09525,physical,ANXA7,B2R657,BIOGRID
RPA2,B4DUL2,physical,STAT3,P40763,BIOGRID
STAT3,P40763,physical,KLF15,Q9UIH9,BIOGRID
LMNA,P02545,physical,CXorf56,Q9H5V9,BIOGRID
GGA2,Q9UJY4,physical,VPS18,A0A024R9R3,BIOGRID
STAT1,P42224,physical,EIF1AD,A0A024R5B9,BIOGRID
MIB1,Q86YT6,physical,RBBP4,Q09028,BIOGRID
LMNA,P02545,physical,LBR,Q14739,BIOGRID
MAP2K4,P45985,physical,AKT1,B0LPE5,BIOGRID
CDKN1A,A0A024RCX5,physical,STAT3,P40763,BIOGRID
SIRT2,A0A024R0G8,physical,TUBA4A,P68366,BIOGRID
HDAC3,O15379,physical,MEF2D,Q14814,BIOGRID
Cep78,Q6IRU7,physical,SQSTM1,Q13501,BIOGRID
FASLG,P48023,physical,SRC,P12931,BIOGRID
IFIT3,O14879,physical,SNRNP70,A0A024QZD5,BIOGRID
RPA2,B4DUL2,physical,TUBA4A,P68366,BIOGRID
SQSTM1,Q13501,physical,CEP78,A8MST6,BIOGRID
TRIM21,P19474,physical,SQSTM1,Q13501,BIOGRID
FBXO25,A0A024QZ88,physical,SKP1,P63208,BIOGRID
TSSC1,A8MUM1,physical,TUBA4A,P68366,BIOGRID
PTK2,Q05397,physical,STAT1,P42224,BIOGRID
UBE2I,A8K503,physical,LMNA,P02545,BIOGRID
NDUFA13,Q9P0J0,physical,TMEM126B,A0A024R5L4,BIOGRID
HIST2H3C,Q71DI3,physical,STAT1,P42224,BIOGRID
IL27RA,Q6UWB1,physical,STAT1,P42224,BIOGRID
STAT1,P42224,physical,IRF1,P10914,BIOGRID
GGA2,Q9UJY4,physical,APP,A0A0A0MRG2,BIOGRID
HIV2gp7,P18094,physical,SQSTM1,Q13501,BIOGRID
IFIT3,O14879,physical,DSP,B4DKX6,BIOGRID
CSNK2A2,P19784,physical,SQSTM1,Q13501,BIOGRID
RAC1,A4D2P0,physical,STAT3,P40763,BIOGRID
TCEAL1,Q15170,physical,STAT3,P40763,BIOGRID
EZH2,A0A090N8E9,physical,ANXA4,P09525,BIOGRID
EIF2AK2,P19525,physical,NOC3L,Q8WTT2,BIOGRID
TCEA1,B7Z4W0,physical,BCCIP,Q9P287,BIOGRID
CCNA2,P20248,physical,EIF2AK2,P19525,BIOGRID
PML,P29590,physical,STAT1,P42224,BIOGRID
SYNPO2,B4E258,physical,SQSTM1,Q13501,BIOGRID
BRCA2,P51587,physical,TP53,A0A087WT22,BIOGRID
IFIT3,O14879,physical,SSB,P05455,BIOGRID
SREBF1,A8MTU8,physical,LMNA,P02545,BIOGRID
EIF2AK2,P19525,physical,ATP6V1F,A4D1K0,BIOGRID
ABCE1,P61221,physical,NDUFA13,Q9P0J0,BIOGRID
STAT3,P40763,physical,PIK3R2,O00459,BIOGRID
SPI1,P17947,physical,GFI1,Q99684,BIOGRID
TRIM13,A0A024RDU3,physical,SQSTM1,Q13501,BIOGRID
LMNA,P02545,physical,MRE11A,A0A024R395,BIOGRID
PSMD10,O75832,physical,SQSTM1,Q13501,BIOGRID
STAT1,P42224,physical,DCTN1,Q14203,BIOGRID
DYNLT1,P63172,physical,LMNA,P02545,BIOGRID
TFAP4,Q01664,physical,SKP1,P63208,BIOGRID
TRIM28,Q13263,physical,STAT3,P40763,BIOGRID
GML,Q99445,physical,TUBA4A,P68366,BIOGRID
DNAJC3,A8KA82,physical,EIF2AK2,P19525,BIOGRID
PAFAH1B1,P43034,physical,KATNB1,Q9BVA0,BIOGRID
ELF3,A0A024R974,physical,CALR,P27797,BIOGRID
STAT3,P40763,physical,PTPN2,A8K3N4,BIOGRID
FBXL17,Q9UF56,physical,SKP1,P63208,BIOGRID
FBXO24,A4D2D3,physical,SKP1,P63208,BIOGRID
HUWE1,A0A024R9W5,physical,RBBP4,Q09028,BIOGRID
COPS6,Q7L5N1,physical,TUBA4A,P68366,BIOGRID
AURKC,Q9UQB9,physical,MYH4,Q9Y623,BIOGRID
MEF2D,Q14814,physical,MEN1,A0A024R5D2,BIOGRID
TRIM28,Q13263,physical,STAT1,P42224,BIOGRID
Htt,G3X9H5,physical,NDUFA13,Q9P0J0,BIOGRID
OBSL1,O75147,physical,LMNA,P02545,BIOGRID
FASLG,P48023,physical,FNBP1,B7ZL13,BIOGRID
HNRNPA2B1,P22626,physical,SQSTM1,Q13501,BIOGRID
RBBP4,Q09028,physical,SMARCA1,A0A0A0MRP6,BIOGRID
STAT3,P40763,physical,FAM208B,Q5VWN6,BIOGRID
Cry2,Q9R194,physical,SKP1,P63208,BIOGRID
SORT1,Q99523,physical,XRCC2,O43543,BIOGRID
ILK,Q13418,physical,TUBA4A,P68366,BIOGRID
STAT1,P42224,physical,JAK1,P23458,BIOGRID
E2F1,Q01094,physical,STAT1,P42224,BIOGRID
FASLG,P48023,physical,CRK,A0A0S2Z3K9,BIOGRID
STAT3,P40763,physical,JUN,P05412,BIOGRID
TUBA4A,P68366,physical,DAAM1,Q9Y4D1,BIOGRID
LMNA,P02545,physical,MDC1,A0A1U9XBC1,BIOGRID
BCCIP,Q9P287,physical,GRWD1,Q9BQ67,BIOGRID
CALR,P27797,physical,RNY4,,BIOGRID
Eif3i,Q9QZD9,physical,ITGAV,P06756,BIOGRID
TRPV5,A0A0A6YY98,physical,STAT3,P40763,BIOGRID
LMNA,P02545,physical,WDR70,Q9NW82,BIOGRID
STAT3,P40763,physical,KHDRBS1,Q07666,BIOGRID
DAB2IP,Q5VWQ8,physical,SKP1,P63208,BIOGRID
LMNA,P02545,physical,HNRNPA2B1,P22626,BIOGRID
DNAI1,A0A087WWV9,physical,SQSTM1,Q13501,BIOGRID
STAT1,P42224,physical,HSP90AB1,A0A024RD80,BIOGRID
TRAF2,A0A024R8H5,physical,EIF2AK2,P19525,BIOGRID
SNX32,A0A024R589,physical,BRCA2,P51587,BIOGRID
NDUFA13,Q9P0J0,physical,CST1,P01037,BIOGRID
MBD2,A0A024R2B8,physical,RBBP4,Q09028,BIOGRID
rev,P04618,physical,CALR,P27797,BIOGRID
FASLG,P48023,physical,EIF2AK1,A0A024QZU1,BIOGRID
CARM1,Q86X55,physical,MEF2D,Q14814,BIOGRID
FASLG,P48023,physical,PIK3CA,P42336,BIOGRID
LGALS3BP,A0A0S2Z3Y1,physical,ENAH,Q8N8S7,BIOGRID
IRAK2,O43187,physical,TUBA4A,P68366,BIOGRID
ECSIT,Q9BQ95,physical,IFIT3,O14879,BIOGRID
ILK,Q13418,physical,LMNA,P02545,BIOGRID
NDUFA13,Q9P0J0,physical,ATP5J,P18859,BIOGRID
HGS,A0A0S2Z4R4,physical,GGA2,Q9UJY4,BIOGRID
RET,A0A024R7T2,physical,STAT3,P40763,BIOGRID
SQSTM1,Q13501,physical,WDFY3,A0A024RDI0,BIOGRID
EBNA-LP,A0A0S2YQH1,physical,RBBP4,Q09028,BIOGRID
DMC1,Q14565,physical,BRCA2,P51587,BIOGRID
TRRAP,Q9Y4A5,physical,SKP1,P63208,BIOGRID
PIP4K2A,P48426,physical,SKP1,P63208,BIOGRID
TBK1,Q9UHD2,physical,SQSTM1,Q13501,BIOGRID
FBXO42,A0A024QZB0,physical,SKP1,P63208,BIOGRID
gag,P04591,physical,EIF2AK2,P19525,BIOGRID
FN1,B7ZLE5,physical,RBBP4,Q09028,BIOGRID
FBXW2,B4DT60,physical,SKP1,P63208,BIOGRID
NDUFA13,Q9P0J0,physical,NDUFS4,A0A0S2Z433,BIOGRID
RPL10,A0A087WV22,physical,EIF2AK2,P19525,BIOGRID
MLF1,A0A0S2Z4A4,physical,BRCA2,P51587,BIOGRID
CCND1,P24385,physical,SKP1,P63208,BIOGRID
STAT1,P42224,physical,SMARCA4,A7E2E1,BIOGRID
STAT3,P40763,physical,FAM117B,Q6P1L5,BIOGRID
CCDC8,G8IFA7,physical,STAT1,P42224,BIOGRID
FUS,P35637,physical,MEF2D,Q14814,BIOGRID
EPHA5,B7ZKJ3,physical,STAT3,P40763,BIOGRID
FBXO3,Q49AF1,physical,SKP1,P63208,BIOGRID
DCAF7,P61962,physical,SKP1,P63208,BIOGRID
DCP2,Q8IU60,physical,SQSTM1,Q13501,BIOGRID
TP53INP1,A0A024R9C8,physical,SQSTM1,Q13501,BIOGRID
MAP3K11,A0A024R5E6,physical,MAP2K4,P45985,BIOGRID
EIF2AK2,P19525,physical,TYK2,A0A024R7E4,BIOGRID
RNF138,A0A140VJT9,physical,RBBP4,Q09028,BIOGRID
FASLG,P48023,physical,KRT40,Q6A162,BIOGRID
SORT1,Q99523,physical,CDRT4,D3DTT2,BIOGRID
BID,A8ASI8,physical,SQSTM1,Q13501,BIOGRID
PIK3CA,P42336,physical,STAT1,P42224,BIOGRID
LMNA,P02545,physical,RANBP2,P49792,BIOGRID
LMNA,P02545,physical,CHD8,Q9HCK8,BIOGRID
RABL2A,B7ZBD5,physical,BRCA2,P51587,BIOGRID
MAP2K4,P45985,physical,APP,A0A0A0MRG2,BIOGRID
LMNB1,B4DZT3,physical,LMNA,P02545,BIOGRID
DDX24,Q9GZR7,physical,BCCIP,Q9P287,BIOGRID
SKI,P12755,physical,SPI1,P17947,BIOGRID
NCL,A0A024R4A0,physical,ITGAV,P06756,BIOGRID
KPNA1,B3KXZ2,physical,RBBP4,Q09028,BIOGRID
CALR,P27797,physical,HLA-E,A8K8M6,BIOGRID
NDUFA9,Q16795,physical,ACAP2,Q15057,BIOGRID
UCHL5,Q9Y5K5,physical,ANXA4,P09525,BIOGRID
CUL5,Q93034,physical,TUBA4A,P68366,BIOGRID
CD40,A0A0S2Z349,physical,CALR,P27797,BIOGRID
RPN2,P04844,physical,RBBP4,Q09028,BIOGRID
SORT1,Q99523,physical,MED13L,Q71F56,BIOGRID
GGA2,Q9UJY4,physical,RABEP1,B4DMM4,BIOGRID
LMNA,P02545,physical,CTNNB1,A0A024R2Q3,BIOGRID
KATNB1,Q9BVA0,physical,Ndel1,Q9ERR1,BIOGRID
LMNA,P02545,physical,PGRMC2,O15173,BIOGRID
RBBP4,Q09028,physical,LIN9,Q5TKA1,BIOGRID
STAT1,P42224,physical,IRAK1,D3YTB5,BIOGRID
C1orf85,A0A087WV34,physical,TUBA4A,P68366,BIOGRID
IFIT3,O14879,physical,IFIT1B,Q5T764,BIOGRID
MEF2D,Q14814,physical,APP,A0A0A0MRG2,BIOGRID
PGK1,P00558,physical,TUBA4A,P68366,BIOGRID
CAPZB,B1AK85,physical,BCCIP,Q9P287,BIOGRID
STAT3,P40763,physical,NACAD,O15069,BIOGRID
XIRP1,Q702N8,physical,ENAH,Q8N8S7,BIOGRID
NUDCD3,Q8IVD9,physical,SORT1,Q99523,BIOGRID
FASLG,P48023,physical,HCK,A8K4G3,BIOGRID
TUBA4A,P68366,physical,RUVBL1,B3KRS7,BIOGRID
ERBB2IP,Q96RT1,physical,STAT3,P40763,BIOGRID
SORT1,Q99523,physical,BIN3,E5RHU4,BIOGRID
TMEM108,B3KT64,physical,TUBA4A,P68366,BIOGRID
CSNK1A1,B4DER9,physical,SQSTM1,Q13501,BIOGRID
LYPD1,Q8N2G4,physical,TUBA4A,P68366,BIOGRID
XRN1,Q8IZH2,physical,NDUFA13,Q9P0J0,BIOGRID
FBXO27,Q8NI29,physical,SKP1,P63208,BIOGRID
LMNA,P02545,physical,SAP30BP,A0A024R8R0,BIOGRID
LOXL2,Q9Y4K0,physical,RBBP4,Q09028,BIOGRID
SRRM2,A0A140VK53,physical,LMNA,P02545,BIOGRID
SPI1,P17947,physical,DNMT3B,Q9UBC3,BIOGRID
RAD23A,A0A024R7G8,physical,SQSTM1,Q13501,BIOGRID
SORT1,Q99523,physical,STAM,B4DZT2,BIOGRID
IRF3,E2GIM5,physical,SORT1,Q99523,BIOGRID
MAP3K8,P41279,physical,TAB2,B4DIR9,BIOGRID
CALR,P27797,physical,RPA1,P27694,BIOGRID
SQSTM1,Q13501,physical,MAP3K3,J3KRN4,BIOGRID
NXPH2,O95156,physical,STAT3,P40763,BIOGRID
MEF2D,Q14814,physical,RBBP5,A0A024R9B5,BIOGRID
MAP3K13,O43283,physical,STAT3,P40763,BIOGRID
ST8SIA4,Q92187,physical,TUBA4A,P68366,BIOGRID
VDR,F1D8P8,physical,STAT1,P42224,BIOGRID
SQSTM1,Q13501,physical,CAV1,A0A024R757,BIOGRID
Mta2,Q9R190,physical,RBBP4,Q09028,BIOGRID
UL27,F5HIB9,physical,STAT3,P40763,BIOGRID
LMNA,P02545,physical,GNL2,Q13823,BIOGRID
MEF2D,Q14814,physical,ASH2L,B4DPT1,BIOGRID
FBXO8,A0A0S2Z5D1,physical,SKP1,P63208,BIOGRID
DDB1,Q16531,physical,STAT1,P42224,BIOGRID
TINF2,B4DFJ1,physical,ANXA4,P09525,BIOGRID
SLAMF1,Q13291,physical,TUBA4A,P68366,BIOGRID
EEF1D,B2RAR6,physical,SQSTM1,Q13501,BIOGRID
LMNA,P02545,physical,MCM3AP,O60318,BIOGRID
BRCA2,P51587,physical,BRCC3,P46736,BIOGRID
INSL5,Q9Y5Q6,physical,ITGAV,P06756,BIOGRID
XRN1,Q8IZH2,physical,KATNB1,Q9BVA0,BIOGRID
SRRT,Q9BXP5,physical,STAT3,P40763,BIOGRID
BCCIP,Q9P287,physical,CAPN1,B2RDI5,BIOGRID
LMNA,P02545,physical,FHL1,B7Z9A1,BIOGRID
C3AR1,A8K2H7,physical,STAT3,P40763,BIOGRID
SNW1,G3V3A4,physical,ENAH,Q8N8S7,BIOGRID
RPS15,K7ELC2,physical,SERINC3,Q13530,BIOGRID
SETD8,E3VVS3,physical,RBBP4,Q09028,BIOGRID
STAT3,P40763,physical,LRRFIP2,Q9Y608,BIOGRID
AURKC,Q9UQB9,physical,HSP90AA4P,,BIOGRID
SPI1,P17947,physical,TMX1,Q9H3N1,BIOGRID
EIF2AK2,P19525,physical,TOLLIP,B3KR28,BIOGRID
IL22RA1,Q8N6P7,physical,STAT3,P40763,BIOGRID
BCCIP,Q9P287,physical,POLR1C,O15160,BIOGRID
